timestamp,id,lat,lon,alt,x,y,z,speed,heading,yawrate,acceleration
1748768413200000,0,0.0005800000022020423,7.200000220955918e-05,0,64.62853165413253,7.969154419697935,0,0.0,4.712389,0.0,0.0
1748768413300000,0,0.0005920000016153725,7.200000220955918e-05,0,65.96567529195454,7.969154331652515,0,0.0,4.712389,0.0,0.0
1748768413400000,0,0.0006050000014572785,7.200000220955918e-05,0,67.41424760274822,7.969154236270372,0,0.0,4.712389,0.0,0.0
1748768413500000,0,0.0006170000008706086,7.200000220955918e-05,0,68.75139120989479,7.969154148225687,0,0.0,4.712389,0.0,0.0
1748768413600000,0,0.0006300000007125145,7.200000220955918e-05,0,70.1999634875101,7.969154052844344,0,0.0,4.712389,0.0,0.0
1748768413700000,0,0.0006420000001258446,7.200000220955918e-05,0,71.53710706380662,7.9691539648003955,0,0.0,4.712389,0.0,0.0
1748768413800000,0,0.0006539999995391749,7.200000220955918e-05,0,72.8742506254348,7.969153876756804,0,0.0,4.712389,0.0,0.0
1748768413900000,0,0.0006669999993810808,7.200000220955918e-05,0,74.3228228535736,7.969153781376641,0,0.0,4.712389,0.0,0.0
1748768414000000,0,0.000678999998794411,7.200000220955918e-05,0,75.6599663842353,7.969153693333786,0,0.0,4.712389,0.0,0.0
1748768414100000,0,0.0006919999986363169,7.200000220955918e-05,0,77.10853857919574,7.969153597954422,0,0.0,4.712389,0.0,0.0
1748768414200000,0,0.0007039999980496471,7.200000220955918e-05,0,78.4456820791238,7.969153509912305,0,0.0,4.712389,0.0,0.0
1748768414300000,0,0.0007159999974629773,7.200000220955918e-05,0,79.78282556426711,7.969153421870541,0,0.0,4.712389,0.0,0.0
1748768414400000,0,0.0007289999973048831,7.200000220955918e-05,0,81.23139770980924,7.969153326492359,0,0.0,4.712389,0.0,0.0
1748768414500000,0,0.0007410000024477914,7.200000220955918e-05,0,82.56854180275695,7.969153238451289,0,0.0,4.712389,0.0,0.0
1748768414600000,0,0.0007540000022896972,7.200000220955918e-05,0,84.01711391482968,7.969153143073907,0,0.0,4.712389,0.0,0.0
1748768414700000,0,0.0007660000017030273,7.200000220955918e-05,0,85.3542573385057,7.969153055033618,0,0.0,4.712389,0.0,0.0
1748768414800000,0,0.0007780000011163576,7.200000220955918e-05,0,86.69140074733878,7.96915296699368,0,0.0,4.712389,0.0,0.0
1748768414900000,0,0.0007910000009582636,7.200000220955918e-05,0,88.13997281028423,7.96915287161748,0,0.0,4.712389,0.0,0.0
1748768415000000,0,0.0008030000003715936,7.200000220955918e-05,0,89.47711618826725,7.969152783578283,0,0.0,4.712389,0.0,0.0
1748768415100000,0,0.0008160000002134996,7.200000220955918e-05,0,90.92568821791792,7.969152688202879,0,0.0,4.712389,0.0,0.0
1748768415200000,0,0.0008279999996268298,7.200000220955918e-05,0,92.26283156534191,7.969152600164419,0,0.0,4.712389,0.0,0.0
1748768415300000,0,0.0008399999990401599,7.200000220955918e-05,0,93.59997489774833,7.969152512126311,0,0.0,4.712389,0.0,0.0
1748768415400000,0,0.0008529999988820658,7.200000220955918e-05,0,95.04854687792249,7.969152416752092,0,0.0,4.712389,0.0,0.0
1748768415500000,0,0.0008649999982953961,7.200000220955918e-05,0,96.38569017959526,7.969152328714721,0,0.0,4.712389,0.0,0.0
1748768415600000,0,0.0008769999977087262,7.200000220955918e-05,0,97.72283346671611,7.969152240677704,0,0.0,4.712389,0.0,0.0
