timestamp,id,lat,lon,alt,x,y,z,speed,heading,yawrate,acceleration
1748768400900000,0,0.0017560000020041822,0.0021739999978023215,0,195.6687831876916,240.62392228750136,0,13.02289,1.543061,-0.055864,0.232928
1748768401000000,0,0.0017440000025908517,0.0021739999978023215,0,194.33164098352427,240.6239249449474,0,12.897927,1.548451,-0.053901,-1.249626
1748768401100000,0,0.0017319999974479434,0.0021739999978023215,0,192.99449812615057,240.62392760240536,0,12.752556,1.553899,-0.054479,-1.453709
1748768401200000,0,0.001720999998463189,0.0021739999978023215,0,191.7687844656175,240.62393003841657,0,12.402033,1.559304,-0.05405,-3.505234
1748768401300000,0,0.0017089999990498588,0.0021739999978023215,0,190.4316422183183,240.62393269589384,0,11.952033,1.564897,-0.055935,-4.5
1748768401400000,0,0.0016969999996365285,0.0021739999978023215,0,189.09449995629257,240.62393535338168,0,11.502033,1.570796,-0.058989,-4.5
1748768401500000,0,0.0016860000006517742,0.0021739999978023215,0,187.8687862564111,240.62393778942152,0,11.052032,1.570796,0.0,-4.5
1748768401600000,0,0.001674000001238444,0.0021739999978023215,0,186.53164396603825,240.6239404469298,0,10.602033,1.570796,0.0,-4.5
1748768401700000,0,0.0016620000018251135,0.0021739999978023215,0,185.19450166099705,240.62394310444887,0,10.152033,1.570796,0.0,-4.5
1748768401800000,0,0.0016510000028403591,0.0021739999978023215,0,183.96878792153439,240.62394554051724,0,9.702033,1.570796,0.0,-4.5
1748768401900000,0,0.0016389999976974508,0.0021739999978023215,0,182.63164494966622,240.623948198058,0,9.252033,1.570796,0.0,-4.5
1748768402000000,0,0.001626999998284121,0.0021739999978023215,0,181.29450260155136,240.6239508556082,0,8.807433,1.570796,0.0,-4.445998
1748768402100000,0,0.0016149999988707908,0.0021739999978023215,0,179.95736023841891,240.62395351316914,0,8.357433,1.570796,0.0,-4.5
1748768402200000,0,0.001603999999886036,0.0021739999978023215,0,178.7316464461037,240.62395594927588,0,7.907433,1.570796,0.0,-4.5
1748768402300000,0,0.001592000000472706,0.0021739999978023215,0,177.39450405485695,240.6239586068572,0,7.457433,1.570796,0.0,-4.5
1748768402400000,0,0.0015800000010593757,0.0021739999978023215,0,176.05736164876726,240.6239612644493,0,7.007433,1.570796,0.0,-4.5
1748768402500000,0,0.0015680000016460454,0.0021739999978023215,0,174.72021922800923,240.62396392205198,0,6.557433,1.570796,0.0,-4.5
1748768402600000,0,0.001557000002661291,0.0021739999978023215,0,173.4945053824922,240.62396635819715,0,6.107433,1.570796,0.0,-4.5
1748768402700000,0,0.0015449999975183828,0.0021739999978023215,0,172.15736229496542,240.62396901582164,0,5.657433,1.570796,0.0,-4.5
1748768405200000,0,0.001278999998108811,0.0021739999978023215,0,142.51736616477137,240.62402792921574,0,8.621272,1.570796,0.0,-4.5
1748768405300000,0,0.001272000000838359,0.0021739999978023215,0,141.73736647109035,240.62402947963855,0,8.171272,1.570796,0.0,-4.5
1748768405400000,0,0.0012649999978383295,0.0021739999978023215,0,140.95736613380723,240.62403103006628,0,7.721272,1.570796,0.0,-4.5
1748768405500000,0,0.0012590000009964533,0.0021739999978023215,0,140.28879505075747,240.62403235900584,0,7.271272,1.570796,0.0,-4.5
1748768405600000,0,0.001253999998853575,0.0021739999978023215,0,139.73165194655303,240.62403346645868,0,6.821272,1.570796,0.0,-4.5
1748768405700000,0,0.0012480000020116987,0.002172999997373746,0,139.0630806366098,240.5133521191539,0,6.371272,1.570796,0.0,-4.5
1748768405800000,0,0.0012429999998688204,0.0021720000026747483,0,138.5059373070835,240.40267118350747,0,5.941907,1.570796,0.0,-4.293652
1748768405900000,0,0.0012369999972973666,0.0021720000026747483,0,137.83736557193333,240.4026725112356,0,5.491907,1.570796,0.0,-4.5
